ID;Stambog;Tato;navn;breeder;far;mor;DKKtitler;Titler;LastVisit;Count;born;HD;AD;HZ;SP;Indexdato;HDindex;sex;farve;dead;AK;Avlsstatus;MB;billede;Ejer;Adresse;Postnr;By;telefon;email;url;log;brugernavn;adgangskode;Updated;BrugerCookie;BrugerIP;AddedBy;DateAdded
2128;13633/82;;Tanja;;08577/78;06844/78;;;;0;25-12-1981;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2129;13676/70;;Totters Cassachock;;313734;310764;;;;0;;0;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2130;13687/84;;Brændemosen Pamela;;18494/77;24112/79;;;;0;13-04-1984;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2131;13691/87;;Bukelas Wita;;DBZB170990;04365/84;;;;0;21-05-1987;C1;;;;;0;T;Rg;1;AK;0;0;;;;;;;;;;;;;;;;
2132;13694/87;;Bukelas Wanessa;;DBZB170990;04365/84;;;;0;21-05-1987;C1;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2133;13704/92;;Da Vinci Harley;;00354/86;26588/88;;;;0;08-06-1992;A2;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2134;13705/92;;Da Vinci Hermes;;00354/86;26588/88;;;;0;08-06-1992;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2135;13722/87;;Attila;;24582/82;22787/84;;;;0;19-05-1987;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2136;13724/87;;Alexander;;24582/82;22787/84;;;;0;19-05-1987;D1;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2137;13728/2005;Chip;Schwartzbox Bertha;;05242/2001;15578/2002;;;;0;24-06-2005;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;19-08-2005
2138;13729/2005;Chip;Schwartzbox Bambina;;05242/2001;15578/2002;;;;0;24-06-2005;;;;;;0;T;Tg/hv;1;;0;0;;;;;;;;;;;;;;;;20-08-2005
2139;13730/2005;;Schwartzbox Boston;;05242/2001;15578/2002;;;;0;24-06-2005;B;;;;02-10-2006;106,1399994;H;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;19-08-2005
2140;13731/2005;Chip;Schwartzbox Bountyman;;05242/2001;15578/2002;;;;0;24-06-2005;;;;;;0;H;Rg/hv;1;;0;0;;;;;;;;;;;;;;;;19-08-2005
2141;13732/2005;Chip;Schwartzbox Bossman ;;05242/2001;15578/2002;;;;0;24-06-2005;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;19-08-2005
2142;13733/2005;Chip;Schwartzbox Biancan;;05242/2001;15578/2002;;;;0;24-06-2005;;;;;;0;H;Tg/hv;1;;0;0;;;;;;;;;;;;;;;;19-08-2005
2143;13734/2005;Chip;Schwartzbox Baxton;;05242/2001;15578/2002;;;;0;24-06-2005;B;;;;29-01-2007;105,5599976;H;Rg/hv;0;;1;0;;;;;;;;;;;;;;;;19-08-2005
2144;DK13745/2009;2,08E+14;Pichi´s Daphne;;11970/2006;00309/2006;;;;0;23-06-2009;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;21-12-2009
2145;DK13746/2009;60648469;Pichi´s Dahlia;;11970/2006;00309/2006;;;;0;23-06-2009;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;21-12-2009
2146;DK13747/2009;2,08E+14;Pichi´s Dild ;;11970/2006;00309/2006;;;;0;23-06-2009;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;21-12-2009
2147;DK13748/2009;2,08E+14;Pichi´s Draco;;11970/2006;00309/2006;;;;0;23-06-2009;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;21-12-2009
2148;DK13749/2009;2,08E+14;Pichi´s Durian;;11970/2006;00309/2006;;;;0;23-06-2009;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;23-09-2009
2149;DK13750/2009;2,08E+14;Pichi´s Durio;;11970/2006;00309/2006;;;;0;23-06-2009;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;21-12-2009
2150;13760/94;;Ayla;;11628/91;10768/90;;;;0;27-05-1994;D2;;;;;0;T;Rg;0;AK;0;1;;;;;;;;;;;;;;;;
2151;13761/94;;Bongo;;11628/91;10768/90;;;;0;27-05-1994;C1;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2152;13764/94;;Eddie;;11628/91;10768/90;;;;0;27-05-1994;C1;;;;;0;H;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2153;13797/82;;Boris;;28383/77;15838/78;;;;0;16-04-1982;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2154;13797/94;;Xitro v. Felix;;DBZB191039;DBZB197966;;;;0;23-02-1994;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2155;13798/82;;Musti;;28383/77;15838/78;;;;0;16-04-1982;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2156;13799/82;;Masia;;28383/77;15838/78;;;;0;16-04-1982;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2157;13813/82;;Klabauterheims Dojan;;29650/76;26542/76;;;;0;21-04-1982;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2158;13814/82;;Klabauterheims d. Ronja;;29650/76;26542/76;;;;0;21-04-1982;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2159;13831/82;;Felix van de Boksdoorn;;NHSB838974;NHSB1021908;;;;0;;0;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2160;13838/85;;Von Ellinghaus Kira;;09502/82;27288/78;;;;0;02-04-1985;B2;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;27-08-2001
2161;13841/85;;Von Ellinghaus Janina;;09502/82;08789/84;;;;0;30-03-1985;D1;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2162;13856/86;;Asa;;19088/81;28653/81;;;;0;30-04-1986;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2163;13860/2003;2,08E+14;Bostobox Linus;;LOSH770420;03161/97;;;;0;23-06-2003;A;1;;;02-05-2005;135,0500031;H;Tg/hv;0;;0;1;;;;;;;;;;;;;;;;21-08-2003
2164;13861/2003;2,08E+14;Bostobox Lexus;;LOSH770420;03161/97;;;;0;23-06-2003;A;0;;;02-05-2009;129;H;Rg/hv;0;AK;1;1;;;;;;;;;;;;;;;;21-08-2003
2165;13862/2003;2,08E+14;Bostobox Leopold;;LOSH770420;03161/97;;;;0;23-06-2003;;;;;;0;H;Rg;0;;0;1;;;;;;;;;;;;;;;;21-08-2003
2166;13863/2003;2,08E+14;Bostobox Luca;;LOSH770420;03161/97;;;;0;23-06-2003;B;;1;;26-03-2007;119,1699982;T;Rg;0;AK;0;1;;;;;;;;;;;;;;;;21-08-2003
2167;13864/2000;;Næsby Buddy;;DBZB204294;01841/95;;;;0;22-07-2000;A;;;;;0;H;Rg/hv;0;AK;1;0;;;;;;;;;;;;;;;;09-05-2002
2168;13870/81;;Boxerhusets Orakel;;36414/80;00108/79;;;;0;14-04-1981;0;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2169;13872/81;;Boxerhusets Otilde;;36414/80;00108/79;;;;0;14-04-1981;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2170;13873/81;;Boxerhusets Oedipus Raska;;36414/80;00108/79;;;;0;14-04-1981;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2171;13874/81;;Boxerhusets O´line;;36414/80;00108/79;;;;0;14-04-1981;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2172;13874/94;;Nisgaard Alf;;11424/91;25831/88;;;;0;31-05-1994;E1;;;;;0;H;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2173;13881/87;;Benja;;24582/82;25124/84;;;;0;14-05-1987;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2174;13892/85;;Fonzie´s Fenta;;23608/83;23801/83;;;;0;26-04-1985;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2175;13893/85;;Fonzie´s Frida;;23608/83;23801/83;;;;0;26-04-1985;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2176;13894/85;;Fonzie´s Fanny;;23608/83;23801/83;;;;0;26-04-1985;B2;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2177;13895/2003;2,08E+14;Asathor;;DBZB218123;16821/99;;;;0;02-07-2003;;;;;;0;H;Rg/hv;1;;0;0;;;;;;;;;;;;;;;;10-07-2004
2178;13895/94;;Sehard Ursin;;21553/89;12291/90;;;;0;01-06-1994;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2179;13898/94;;Sehard Uri;;21553/89;12291/90;;;;0;01-06-1994;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2180;13901/88;;Fraukærs Vitus;;21189/87;10734/85;;;;0;22-05-1988;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2181;13903/88;;Fraukærs Vixi;;21189/87;10734/85;;;;0;22-05-1988;B2;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2182;13904/88;;Fraukærs Vanilie Tøsen;;21189/87;10734/85;;;;0;22-05-1988;B1;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2183;13905/88;;Fraukærs Vicky;;21189/87;10734/85;;;;0;22-05-1988;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2184;13906/88;;Fraukærs Venus;;21189/87;10734/85;;;;0;22-05-1988;D1;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2185;13909/2004;;Swedbox Impala;;S33305/99;S57663/2000;;AK;;0;16-05-2004;B;0;0;;05-09-2009;103;H;Tg;;AK;;1;;;;;;;;;;;;08-07-2017;;;;11-07-2004
2187;13916/82;;Ruskajas Thinking Of Svejk;;17227/80;27715/79;;;;0;29-04-1982;;;;;;0;H;;0;;0;0;;;;;;;;;;;;;;;;
2188;13917/2005;2,08E+14;Kamabox´ Bekki;;DBZB215673;18179/2002;;;;0;02-07-2005;C;1;;;13-03-2008;79;T;Rg/hv;0;AK;1;0;;;;;;;;;;;;;;;;05-08-2007
2189;13917/82;;Ruskajas T-Mikki;;17227/80;27715/79;;;;0;29-04-1982;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2190;13943/87;;Amigo v.d. Gorch-Fock;;DBZB168096;DBZB175289;;;;0;26-07-1986;A2;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;
2191;13954/93;;Bina;;11374/89;05606/90;;;;0;08-05-1993;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2192;13983/94;;Zeus Ut Rickert;;DBZB187870;DBZB187435;;;;0;15-01-1994;A2;;;;;0;H;T;0;AK;0;0;;;;;;;;;;;;;;;;
2193;13984/2001;;Præstebro`s Charlie;;19304/95;19494/97;;;;0;18-06-2001;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;29-05-2002
2194;13986/2001;;Præstebro`s Cleo;;19304/95;19494/97;;;;0;18-06-2001;A;;;;06-11-2006;131,6499939;T;Rg/hv;0;AK;1;0;;;;;;;;;;;;;;;;29-05-2002
2195;13988/2001;;Præstebro´s Critt;;19304/95;19494/97;;;;0;18-06-2001;;;;;;0;T;Fejl;1;;0;0;;;;;;;;;;;;26-04-2020;;;;24-07-2002
2196;13998/2006;A13748;Due´s Athene;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;T;Rg/hv;0;;0;1;;;;;;;;;;;;;;;;09-11-2007
2197;13999/2006;A13749;Due´s Angela;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;09-11-2007
2198;14000/2006;A13750;Due´s Armstrong;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;H;Tg/hv;0;;0;1;;;;;;;;;;;;;;;;09-11-2007
2199;14001/2006;A13751;Due´s Anja;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;T;Rg/hv;1;;;1;;;;;;;;;;;;20-08-2017;;;;30-04-2007
2200;14002/2006;A13752;Due´s Augusta;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;T;Tg/hv;0;;0;1;;;;;;;;;;;;;;;;09-11-2007
2201;14003/2006;A13753;Due´s Albani;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;H;Tg/hv;0;;0;1;;;;;;;;;;;;;;;;09-11-2007
2202;14004/2006;A13754;Due´s Asterix;;06040/2002;10154/2003;;;;0;15-07-2006;;;;;;0;H;Rg/hv;0;;0;1;;;;;;;;;;;;;;;;09-11-2007
2203;DK14015/2010;2,08E+14;Weber Nalle;;18547/2006;17445/2004;;;;0;06-07-2010;A;0;;;01-11-2011;113;H;Rg;0;;0;0;;;;;;;;;;;;;;;;17-05-2011
2204;14016/98;;Haxholm´s Lajka;;16925/92;06438/96;;;;0;22-06-1998;B1;;;;;0;T;;0;AK;0;0;;;;;;;;;;;;;;;;
2205;DK14017/2010;2,08E+14;Weber Nicoll ;;18547/2006;17445/2004;;;;0;06-07-2010;;;;;;0;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;16-05-2011
2206;14026/79;;Arno;;28383/77;11750/77;;;;0;;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2207;14027/79;;Bonzo;;28383/77;11750/77;;;;0;;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2208;14031/81;;Miazar Tjek;;03547/79;05736/80;;;;0;23-04-1981;B2;;;;;0;H;;1;AK;0;0;;;;;;;;;;;;;;;;
2209;14033/79;;Tascha;;28383/77;11750/77;;;;0;;0;;;;;0;T;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2210;14038/96;;Darwin;;05783/89;10293/91;;;;0;30-05-1996;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2211;14041/83;;Giha;;25540/79;08659/79;;;;0;07-04-1983;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2212;14047/83;;Siggis Falcon;;14492/74;16686/82;;;;0;17-04-1983;A2;;;;;0;H;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2213;14051/2001;2,24E+11;Andrea;;15858/98;02644/97;;;;0;21-07-2001;A;;;;02-10-2006;122,1900024;T;Rg/hv;0;;1;0;;;;;;;;;;;;;;;;17-03-2006
2214;14053/69;;Eshøjs Pusle;;13452/71;14056/69;;;;0;;;;;;;0;H;Rg;0;;0;0;;;;;;;;;;;;;;;;20-01-2003
2215;DK14054/2009;5,28E+14;Jack Sparrow The Fifth Element;;LOSH866243;NHSB2627062;;BK-Juniorårsvinder-2009, AK, ZTP;;0;26-06-2008;A;;;;01-06-2010;109;H;Rg/hv;0;AK;1;1;;;;;;;;;;;;;;;;27-07-2009
2216;14057/80;;Doncamillo;;08577/78;19429/75;;;;0;;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2217;14075/99;;Champers Rigo;;15077/97;18370/91;;;;0;;B;;;;;0;H;;0;;0;0;;;;;;;;;;;;;;;;14-05-2002
2218;14076/99;;Champers Rine;;15077/97;18370/91;;;;0;18-07-1999;C;;;;30-06-2003;92,68000031;T;Tg/hv;1;AK;0;0;;;;;;;;;;;;;;;;29-04-2003
2219;14077/99;;Champers Rollo;;15077/97;18370/91;;;;0;18-07-1999;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2220;14080/80;;Klavizis Dina;;DBZB137269;04750/79;;;;0;;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2221;14081/80;;Klavizis Daffy;;DBZB137269;04750/79;;;;0;;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2222;14088/87;;Mareke´s Ikon;;25049/82;25048/82;;Bp-B, FP;;0;15-05-1987;;;;;;0;H;Tg/hv;1;AK;0;0;;;;;;;;;;;;;;;;
2223;14090/84;;Næsby Janko;;DBZB153988;29862/81;DKCH;;;0;01-05-1984;B1;;;;;0;H;Rg/hv;1;AK;0;0;;;;;;;;;;;;;;;;
2224;14091/84;;Næsby Jilli;;DBZB153988;29862/81;;;;0;01-05-1984;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2225;14092/84;;Næsby Jane;;DBZB153988;29862/81;;;;0;01-05-1984;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2226;14093/84;;Næsby Jessika;;DBZB153988;29862/81;;;;0;01-05-1984;C1;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2227;14094/84;;Næsby Jolly;;DBZB153988;29862/81;;;;0;01-05-1984;B1;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2228;14116/91;;Jalcon v. Oldenburger Schloß ;;DBZB174947;DBZB182334;;;;0;02-10-1990;C1;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2229;14129/84;;Tiki;;09070/82;00054/83;;;;0;23-11-1983;B1;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2230;14162/98;;Esma;;18331/90;17869/93;;;;0;09-06-1998;C1;;;;;0;T;Rg/hv;1;AK;0;0;;;;;;;;;;;;;;;;
2231;14163/98;;Emma;;18331/90;17869/93;;AK;;0;09-06-1998;C;;;;;0;T;Rg/hv;1;AK;0;0;;;;;;;;;;;;14-07-2013;;;;
2232;14165/98;;Esco ;;18331/90;17869/93;;;;0;09-06-1998;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;20-06-2003
2233;14173/79;;Speedy;;;;;;;0;;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2234;14178/2001;;Madstrup Elvis;;19629/96;06475/94;;;;0;11-07-2001;;;;;;0;H;Rg;0;;0;1;;;;;;;;;;;;;;;;10-10-2002
2235;14179/2001;;Madstrup Eros;;19629/96;06475/94;;;;0;11-07-2001;;;;;;0;H;Rg/hv;0;;0;1;;;;;;;;;;;;;;;;10-10-2002
2236;14180/2001;;Madstrup Epo-Paw;;19629/96;06475/94;;;;0;11-07-2001;;;;;;0;H;Rg/hv;0;;0;1;;;;;;;;;;;;;;;;10-10-2002
2237;14181/2001;;Madstrup Eddi;;19629/96;06475/94;;;;0;11-07-2001;;;;;;0;H;Rg/hv;0;;0;1;;;;;;;;;;;;;;;;10-10-2002
2238;14186/94;;Horsekær´s Attica;;05494/88;11426/91;;;;0;30-05-1994;B1;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2239;14187/2004;X13718;Horsekær´s Francis;;21532/95;16314/2000;;;;0;25-06-2004;B;0;;;29-01-2007;115,0100021;T;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;04-02-2007
2240;14193/97;;Von Drekise Oskar;;DBZB191840;01711/92;;;;0;19-06-1997;;;;;;0;H;T/HV;0;;0;1;;;;;;;;;;;;;;;;
2241;14195/97;;Von Drekise Otho;;DBZB191840;01711/92;;;;0;19-06-1997;A2;;;;11-04-2005;130,0399933;H;Tg/hv;1;AK;0;0;;;;;;;;;;;;;;;;
2242;14196/88;;Anaïs von Miroche;;00354/86;12949/86;;;;0;05-05-1988;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2243;14203/2006;2,08E+14;Elektra;;21009/2002;11014/2004;;;;0;12-07-2006;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;06-09-2006
2244;14203/95;;Aquita;;13438/93;14343/93;;;;0;15-05-1995;B1;;;;;0;T;Rg/hv;0;AK;0;1;;;;;;;;;;;;;;;;
2245;14204/2006;2,08E+14;Slambert;;21009/2002;11014/2004;;;;0;12-07-2006;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;06-09-2006
2246;14204/95;;Asja;;13438/93;14343/93;;;;0;15-05-1995;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2247;14205/2006;2,08E+14;Cleo;;21009/2002;11014/2004;;;;0;12-07-2006;;;;;;0;T;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;06-09-2006
2248;14206/2006;2,08E+14;Bølle;;21009/2002;11014/2004;;;;0;12-07-2006;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;06-09-2006
2249;14212/2002;;Ixia v. Elisabeth-Brunnen;;LOI87506;DBZB216409;;;;0;22-04-2002;B;0;;;28-01-2008;102,4899979;T;Rg/hv;1;AK;0;0;;;;;;;;;;;;;;;;04-10-2002
2250;14266/81;;Gro;;21549/72;13528/77;;;;0;16-03-1981;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2251;14268/90;;The Roligans Fifi;;09824/87;02883/84;;;;0;15-05-1990;B1;;;;;0;T;Rg;0;;0;0;;;;;;;;;;;;;;;;
2252;14269/90;;The Roligans Fie;;09824/87;02883/84;;;;0;15-05-1990;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2253;DK14273/2007;;Von Ellinghaus Lobo;;LOI01/37831;00394/2003;;;;0;20-04-2007;;;;;;0;H;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;18-07-2007
2254;DK14274/2007;;Von Ellinghaus Laphroaig;;LOI01/37831;00394/2003;;AK;;0;20-04-2007;A;0;0;;02-06-2008;116;H;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;18-07-2007
2255;DK14275/2007;;Von Ellinghaus Laszlo;;LOI01/37831;00394/2003;;;;0;20-04-2007;;;;;;0;H;Rg/hv;0;;1;0;;;;;;;;;;;;;;;;18-07-2007
2256;DK14276/2007;;Von Ellinghaus Latoya;;LOI01/37831;00394/2003;;;;0;20-04-2007;;;;;;0;T;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;18-07-2007
2257;14276/81;;Dino;;31296/74;19911/78;;;;0;15-02-1981;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2258;DK14277/2007;;Von Ellinghaus Lean;;LOI01/37831;00394/2003;;;;0;20-04-2007;D;1;;;02-06-2008;88;T;Tg/hv;0;;1;0;;;;;;;;;;;;;;;;18-07-2007
2259;14285/87;;Ramses;;14173/79;30598/84;;;;0;09-04-1987;A2;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2260;14286/87;;Rikke;;14173/79;30598/84;;;;0;09-04-1987;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2261;14299/97;;Alf;;05181/96;28023/92;;;;0;19-06-1997;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2262;14300/97;;Antar;;05181/96;28023/92;;;;0;19-06-1997;C1;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2263;14301/97;;Adelina;;05181/96;28023/92;;;;0;19-06-1997;D2;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2264;14316/91;;Conjak;;DRU80687;DRU81433;;;;0;05-07-1990;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2265;14322/2004;;Da Vinci Queen;;03526/97;09844/2001;;;;0;;;;;;;0;T;Rg;0;;0;1;;;;;;;;;;;;;;;;28-06-2006
2266;14324/2004;x13855;Da Vinci Qanda;;03526/97;09844/2001;;;;0;22-06-2004;;;;;;0;T;Rg/hv;1;;0;0;;;;;;;;;;;;;;;;01-11-2004
2267;14342/93;;Hei-Nik Quark;;21557/89;05570/90;;;;0;22-05-1993;B1;;;;;0;H;T;0;AK;0;0;;;;;;;;;;;;;;;;
2268;14343/93;;Hei-Nik Queen;;21557/89;05570/90;;;;0;22-05-1993;A2;;;;;0;T;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2269;14346/82;;Palominos Design;;36414/80;16692/76;;;;0;11-05-1982;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2270;14347/84;;Von Ellinghaus Hermes;;DBZB162864;09505/82;;;;0;02-04-1984;A2;;;;;0;H;Rg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2271;14350/84;;Von Ellinghaus Hexe;;DBZB162864;09505/82;;;;0;02-04-1984;;;;;;0;H;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2272;14370/79;;Aidi;;27723/77;04885/78;;;;0;;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2273;14372/2003;;Febæk`s Darling;;03526/97;03605/2001;;;;0;10-07-2003;A;;;;21-08-2006;107,1699982;T;Tg/hv;0;AK;1;0;;;;;;;;;;;;;;;;04-10-2004
2274;14373/2003;v13884;Febæk`s D`huez;;03526/97;03605/2001;;;;0;10-07-2003;A;0;;;25-07-2009;89;T;Rg/hv;1;AK;0;0;;;;;;;;;;;;;;;;24-09-2003
2275;14376/2003;V 13887;Febæk`s Del Piero;;03526/97;03605/2001;;;;0;10-07-2003;;;;;;0;H;Rg/hv;0;;0;0;;;;;;;;;;;;;;;;17-11-2003
2276;14377/2003;V13888;Febæk`s Desailly;;03526/97;03605/2001;DKCH, NOCH;DKKV-2007, AK, , BK-Veteranårsvinder-2011, UHP, Bp-ABC, Bp-AB, Bp-B, FP, IPO-VO, Stufe-1, Stufe-2;;0;10-07-2003;A;0;;;01-05-2010;89;H;Rg/hv;0;AK;0;1;;;;;;;;;;;;;;;;24-02-2005
2277;14381/90;;Arthur;;27564/84;11617/87;;;;0;06-06-1990;;;;;;0;T;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2278;DK14382/2007;B14382;Febæk´s Nadal;;07606/2002;14212/2002;;;;0;29-06-2007;;;;;;0;H;Tg/hv;0;;0;0;;;;;;;;;;;;;;;;07-10-2007
2279;DK14383/2007;;Febæk´s Nacho;;07606/2002;14212/2002;;;;0;29-06-2007;;;;;;0;H;Tg/hv;1;;0;0;;;;;;;;;;;;;;;;07-08-2008
2280;14389/86;;The Roligans Adon;;26862/84;02883/84;;;;0;22-01-1986;;;;;;0;H;T/HV;0;;0;0;;;;;;;;;;;;;;;;
2281;14390/74;;Carla;;DBZB128585;07136/72;;;;0;;;;;;;0;T;T/HV;0;AK;0;0;;;;;;;;;;;;;;;;
2282;14391/77;;Tuck;;06445/69;23710/74;;;;0;;0;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2283;14394/77;;Arco;;16827/73;26282/75;;;;0;;P;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2284;14403/83;;Borisbonoskar;;DBZB163555;22123/78;;;;0;20-04-1983;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
2285;14404/83;;Ballantine;;DBZB163555;22123/78;;;;0;20-04-1983;;;;;;0;H;Tg/hv;0;AK;0;0;;;;;;;;;;;;;;;;
2286;14404/87;;Charlie;;09502/82;17722/82;;;;0;11-03-1987;;;;;;0;H;Rg;0;AK;0;0;;;;;;;;;;;;;;;;
